activity,case_id,resource,Activity_1,Resource_1,creator,variant,variant_index,end_time,start_time
Traer informacion estudiante - banner,116457,12532,Traer informacion estudiante - banner,12532,Fluxicon Disco,Variant 7,7,2016-05-03T17:41:16.000,2016-05-03T17:41:16.000
Radicar Solicitud Homologacion,116457,12532,Radicar Solicitud Homologacion,12532,Fluxicon Disco,Variant 7,7,2016-05-03T17:41:21.000,2016-05-03T17:41:18.000
Cancelar Solicitud,116457,12532,Cancelar Solicitud,12532,Fluxicon Disco,Variant 7,7,2016-05-03T18:48:42.000,2016-05-03T17:44:27.000
Validar solicitud,116457,19019,Validar solicitud,19019,Fluxicon Disco,Variant 7,7,2016-05-03T17:50:26.000,2016-05-03T17:44:27.000
Notificacion estudiante cancelacion soli,116457,12532,Notificacion estudiante cancelacion soli,12532,Fluxicon Disco,Variant 7,7,2016-05-16T19:41:19.000,2016-05-16T19:41:19.000
Traer informacion estudiante - banner,116459,10176,Traer informacion estudiante - banner,10176,Fluxicon Disco,Variant 2,2,2016-05-03T18:01:58.000,2016-05-03T18:01:58.000
Radicar Solicitud Homologacion,116459,10176,Radicar Solicitud Homologacion,10176,Fluxicon Disco,Variant 2,2,2016-05-03T18:01:59.000,2016-05-03T18:01:59.000
Validar solicitud,116459,22475,Validar solicitud,22475,Fluxicon Disco,Variant 2,2,2016-05-03T18:11:42.000,2016-05-03T18:11:23.000
Homologacion por grupo de cursos,116459,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 2,2,2016-05-03T21:41:46.000,2016-05-03T20:19:41.000
Traer informacion estudiante - banner,116461,10176,Traer informacion estudiante - banner,10176,Fluxicon Disco,Variant 2,2,2016-05-03T18:17:57.000,2016-05-03T18:17:57.000
Radicar Solicitud Homologacion,116461,10176,Radicar Solicitud Homologacion,10176,Fluxicon Disco,Variant 2,2,2016-05-03T18:17:59.000,2016-05-03T18:17:59.000
Validar solicitud,116461,22475,Validar solicitud,22475,Fluxicon Disco,Variant 2,2,2016-05-03T18:22:19.000,2016-05-03T18:21:56.000
Homologacion por grupo de cursos,116461,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 2,2,2016-05-03T20:38:52.000,2016-05-03T20:23:16.000
Traer informacion estudiante - banner,116463,9761,Traer informacion estudiante - banner,9761,Fluxicon Disco,Variant 2,2,2016-05-03T20:02:06.000,2016-05-03T20:02:06.000
Radicar Solicitud Homologacion,116463,9761,Radicar Solicitud Homologacion,9761,Fluxicon Disco,Variant 2,2,2016-05-03T20:02:31.000,2016-05-03T20:02:10.000
Validar solicitud,116463,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-03T20:27:39.000,2016-05-03T20:24:04.000
Homologacion por grupo de cursos,116463,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-04T14:43:38.000,2016-05-04T12:35:23.000
Traer informacion estudiante - banner,116464,11557,Traer informacion estudiante - banner,11557,Fluxicon Disco,Variant 2,2,2016-05-03T20:39:08.000,2016-05-03T20:39:08.000
Radicar Solicitud Homologacion,116464,11557,Radicar Solicitud Homologacion,11557,Fluxicon Disco,Variant 2,2,2016-05-03T20:39:16.000,2016-05-03T20:39:10.000
Validar solicitud,116464,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-05-03T21:12:30.000,2016-05-03T20:45:16.000
Homologacion por grupo de cursos,116464,6971,Homologacion por grupo de cursos,6971,Fluxicon Disco,Variant 2,2,2016-05-10T03:05:16.000,2016-05-10T02:13:16.000
Traer informacion estudiante - banner,116465,8428,Traer informacion estudiante - banner,8428,Fluxicon Disco,Variant 2,2,2016-05-03T21:30:46.000,2016-05-03T21:30:46.000
Radicar Solicitud Homologacion,116465,8428,Radicar Solicitud Homologacion,8428,Fluxicon Disco,Variant 2,2,2016-05-03T21:30:51.000,2016-05-03T21:30:48.000
Validar solicitud,116465,19019,Validar solicitud,19019,Fluxicon Disco,Variant 2,2,2016-05-03T21:39:03.000,2016-05-03T21:34:29.000
Homologacion por grupo de cursos,116465,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 2,2,2016-05-04T16:57:48.000,2016-05-04T16:09:28.000
Traer informacion estudiante - banner,116466,9452,Traer informacion estudiante - banner,9452,Fluxicon Disco,Variant 2,2,2016-05-03T21:33:38.000,2016-05-03T21:33:38.000
Radicar Solicitud Homologacion,116466,9452,Radicar Solicitud Homologacion,9452,Fluxicon Disco,Variant 2,2,2016-05-03T21:33:51.000,2016-05-03T21:33:40.000
Validar solicitud,116466,18929,Validar solicitud,18929,Fluxicon Disco,Variant 2,2,2016-05-03T22:55:39.000,2016-05-03T21:45:25.000
Homologacion por grupo de cursos,116466,957,Homologacion por grupo de cursos,957,Fluxicon Disco,Variant 2,2,2016-05-17T20:35:27.000,2016-05-17T19:02:47.000
Traer informacion estudiante - banner,116501,17379,Traer informacion estudiante - banner,17379,Fluxicon Disco,Variant 1,1,2016-05-04T00:28:15.000,2016-05-04T00:28:15.000
Radicar Solicitud Homologacion,116501,17379,Radicar Solicitud Homologacion,17379,Fluxicon Disco,Variant 1,1,2016-05-04T00:28:21.000,2016-05-04T00:28:21.000
Cancelar Solicitud,116501,18929,Cancelar Solicitud,18929,Fluxicon Disco,Variant 1,1,2016-05-04T02:07:31.000,2016-05-04T00:59:31.000
Notificacion estudiante cancelacion soli,116501,18929,Notificacion estudiante cancelacion soli,18929,Fluxicon Disco,Variant 1,1,2016-05-17T19:05:46.000,2016-05-17T19:05:46.000
Traer informacion estudiante - banner,116551,5714,Traer informacion estudiante - banner,5714,Fluxicon Disco,Variant 2,2,2016-05-04T13:05:47.000,2016-05-04T13:05:47.000
Radicar Solicitud Homologacion,116551,5714,Radicar Solicitud Homologacion,5714,Fluxicon Disco,Variant 2,2,2016-05-04T13:05:54.000,2016-05-04T13:05:54.000
Validar solicitud,116551,659,Validar solicitud,659,Fluxicon Disco,Variant 2,2,2016-05-04T13:43:19.000,2016-05-04T13:42:59.000
Homologacion por grupo de cursos,116551,1422,Homologacion por grupo de cursos,1422,Fluxicon Disco,Variant 2,2,2016-05-04T17:25:30.000,2016-05-04T14:20:53.000
Traer informacion estudiante - banner,116601,10716,Traer informacion estudiante - banner,10716,Fluxicon Disco,Variant 1,1,2016-05-04T12:20:04.000,2016-05-04T12:20:04.000
Radicar Solicitud Homologacion,116601,10716,Radicar Solicitud Homologacion,10716,Fluxicon Disco,Variant 1,1,2016-05-04T12:44:12.000,2016-05-04T12:20:12.000
Radicar Solicitud Homologacion,113001,2463,Radicar Solicitud Homologacion,2463,Fluxicon Disco,Variant 1,1,2016-04-23T09:59:32.000,2016-04-23T09:59:32.000
Cancelar Solicitud,113001,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-04-23T22:18:54.000,2016-04-23T21:14:54.000
Notificacion estudiante cancelacion soli,113001,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-05-05T00:00:34.000,2016-05-05T00:00:34.000
Traer informacion estudiante - banner,113151,7717,Traer informacion estudiante - banner,7717,Fluxicon Disco,Variant 90,90,2016-04-23T20:56:38.000,2016-04-23T20:56:38.000
Radicar Solicitud Homologacion,113151,7717,Radicar Solicitud Homologacion,7717,Fluxicon Disco,Variant 90,90,2016-04-23T20:56:46.000,2016-04-23T20:56:46.000
Radicar Solicitud Homologacion,113151,7717,Radicar Solicitud Homologacion,7717,Fluxicon Disco,Variant 90,90,2016-04-25T23:45:48.000,2016-04-25T22:24:13.000
Radicar Solicitud Homologacion,113151,7717,Radicar Solicitud Homologacion,7717,Fluxicon Disco,Variant 90,90,2016-05-11T22:45:43.000,2016-05-11T22:24:08.000
Validar solicitud,113151,19019,Validar solicitud,19019,Fluxicon Disco,Variant 90,90,2016-05-16T19:38:33.000,2016-05-16T19:38:33.000
Cancelar Solicitud,113151,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 90,90,2016-05-16T19:38:34.000,2016-05-16T19:38:34.000
Notificacion estudiante cancelacion soli,113151,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 90,90,2016-05-16T19:42:32.000,2016-05-16T19:42:32.000
Traer informacion estudiante - banner,113301,3603,Traer informacion estudiante - banner,3603,Fluxicon Disco,Variant 1,1,2016-04-24T11:46:41.000,2016-04-24T11:46:41.000
Radicar Solicitud Homologacion,113301,3603,Radicar Solicitud Homologacion,3603,Fluxicon Disco,Variant 1,1,2016-04-24T14:03:02.000,2016-04-24T11:46:50.000
Cancelar Solicitud,113301,3603,Cancelar Solicitud,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:12:33.000,2016-05-19T14:12:33.000
Notificacion estudiante cancelacion soli,113301,3603,Notificacion estudiante cancelacion soli,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:13:23.000,2016-05-19T14:13:23.000
Traer informacion estudiante - banner,113451,8727,Traer informacion estudiante - banner,8727,Fluxicon Disco,Variant 1,1,2016-04-24T16:32:30.000,2016-04-24T16:32:30.000
Radicar Solicitud Homologacion,113451,8727,Radicar Solicitud Homologacion,8727,Fluxicon Disco,Variant 1,1,2016-04-24T16:32:34.000,2016-04-24T16:32:34.000
Cancelar Solicitud,113451,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-04-24T17:09:28.000,2016-04-24T17:08:43.000
Notificacion estudiante cancelacion soli,113451,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-04-25T14:45:15.000,2016-04-25T14:45:15.000
Traer informacion estudiante - banner,113501,13559,Traer informacion estudiante - banner,13559,Fluxicon Disco,Variant 2,2,2016-04-24T18:38:08.000,2016-04-24T18:38:08.000
Radicar Solicitud Homologacion,113501,13559,Radicar Solicitud Homologacion,13559,Fluxicon Disco,Variant 2,2,2016-04-24T19:08:40.000,2016-04-24T18:38:13.000
Validar solicitud,113501,22404,Validar solicitud,22404,Fluxicon Disco,Variant 2,2,2016-04-28T22:36:35.000,2016-04-28T22:27:03.000
Homologacion por grupo de cursos,113501,22404,Homologacion por grupo de cursos,22404,Fluxicon Disco,Variant 2,2,2016-05-01T17:13:26.000,2016-05-01T15:11:54.000
Traer informacion estudiante - banner,113601,5154,Traer informacion estudiante - banner,5154,Fluxicon Disco,Variant 2,2,2016-04-24T18:30:47.000,2016-04-24T18:30:47.000
Radicar Solicitud Homologacion,113601,5154,Radicar Solicitud Homologacion,5154,Fluxicon Disco,Variant 2,2,2016-04-24T18:30:52.000,2016-04-24T18:30:52.000
Validar solicitud,113601,22404,Validar solicitud,22404,Fluxicon Disco,Variant 2,2,2016-04-24T19:47:56.000,2016-04-24T19:23:56.000
Homologacion por grupo de cursos,113601,4560,Homologacion por grupo de cursos,4560,Fluxicon Disco,Variant 2,2,2016-04-28T16:24:51.000,2016-04-28T11:44:51.000
Traer informacion estudiante - banner,113701,8475,Traer informacion estudiante - banner,8475,Fluxicon Disco,Variant 1,1,2016-04-24T22:55:38.000,2016-04-24T22:55:38.000
Radicar Solicitud Homologacion,113701,8475,Radicar Solicitud Homologacion,8475,Fluxicon Disco,Variant 1,1,2016-04-24T22:55:42.000,2016-04-24T22:55:42.000
Cancelar Solicitud,113701,1646,Cancelar Solicitud,1646,Fluxicon Disco,Variant 1,1,2016-04-25T01:55:26.000,2016-04-24T23:09:05.000
Notificacion estudiante cancelacion soli,113701,1646,Notificacion estudiante cancelacion soli,1646,Fluxicon Disco,Variant 1,1,2016-05-24T22:21:15.000,2016-05-24T22:21:15.000
Traer informacion estudiante - banner,113751,8428,Traer informacion estudiante - banner,8428,Fluxicon Disco,Variant 1,1,2016-04-25T01:42:10.000,2016-04-25T01:42:10.000
Radicar Solicitud Homologacion,113751,8428,Radicar Solicitud Homologacion,8428,Fluxicon Disco,Variant 1,1,2016-04-25T01:42:16.000,2016-04-25T01:42:16.000
Cancelar Solicitud,113751,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-04-25T01:54:09.000,2016-04-25T01:53:20.000
Notificacion estudiante cancelacion soli,113751,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-04-25T14:49:33.000,2016-04-25T14:49:33.000
Traer informacion estudiante - banner,113752,8428,Traer informacion estudiante - banner,8428,Fluxicon Disco,Variant 8,8,2016-04-25T01:54:39.000,2016-04-25T01:54:39.000
Radicar Solicitud Homologacion,113752,8428,Radicar Solicitud Homologacion,8428,Fluxicon Disco,Variant 8,8,2016-04-25T01:54:40.000,2016-04-25T01:54:40.000
Cancelar Solicitud,113752,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 8,8,2016-04-25T02:20:11.000,2016-04-25T01:59:43.000
Validar solicitud,113752,19019,Validar solicitud,19019,Fluxicon Disco,Variant 8,8,2016-04-25T02:00:33.000,2016-04-25T01:59:43.000
Revisar curso,113752,19019,Revisar curso,19019,Fluxicon Disco,Variant 8,8,2016-04-25T14:50:21.000,2016-04-25T14:50:20.000
Notificacion estudiante cancelacion soli,113752,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 8,8,2016-04-27T20:28:41.000,2016-04-27T20:28:41.000
Traer informacion estudiante - banner,113753,8428,Traer informacion estudiante - banner,8428,Fluxicon Disco,Variant 91,91,2016-04-25T02:02:43.000,2016-04-25T02:02:43.000
Radicar Solicitud Homologacion,113753,8428,Radicar Solicitud Homologacion,8428,Fluxicon Disco,Variant 91,91,2016-04-25T02:02:44.000,2016-04-25T02:02:44.000
Validar solicitud,113753,19019,Validar solicitud,19019,Fluxicon Disco,Variant 91,91,2016-04-25T02:11:41.000,2016-04-25T02:10:47.000
Homologacion por grupo de cursos,113753,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 91,91,2016-04-25T16:40:26.000,2016-04-25T14:54:52.000
Recepcion de documentos,113753,26789,Recepcion de documentos,26789,Fluxicon Disco,Variant 91,91,2016-04-25T15:45:21.000,2016-04-25T14:54:52.000
Validar solicitud / pre-homologacion,113753,19019,Validar solicitud / pre-homologacion,19019,Fluxicon Disco,Variant 91,91,2016-04-25T14:54:53.000,2016-04-25T14:54:53.000
Avanzar recepcion documentos,113753,26789,Avanzar recepcion documentos,26789,Fluxicon Disco,Variant 91,91,2016-04-25T15:45:35.000,2016-04-25T14:55:07.000
Visto Bueno Cierre Proceso,113753,1007,Visto Bueno Cierre Proceso,1007,Fluxicon Disco,Variant 91,91,2016-05-03T16:48:33.000,2016-05-03T15:51:56.000
Validacion final,113753,19019,Validacion final,19019,Fluxicon Disco,Variant 91,91,2016-05-03T17:24:00.000,2016-05-03T17:24:00.000
Transferir Creditos,113753,1007,Transferir Creditos,1007,Fluxicon Disco,Variant 91,91,2016-05-13T16:29:36.000,2016-05-13T16:29:36.000
Transferir creditos homologables,113753,1007,Transferir creditos homologables,1007,Fluxicon Disco,Variant 91,91,2016-05-13T16:29:36.000,2016-05-13T16:29:36.000
Traer informacion estudiante - banner,113853,14126,Traer informacion estudiante - banner,14126,Fluxicon Disco,Variant 2,2,2016-04-25T14:39:32.000,2016-04-25T14:39:32.000
Radicar Solicitud Homologacion,113853,14126,Radicar Solicitud Homologacion,14126,Fluxicon Disco,Variant 2,2,2016-04-25T14:39:52.000,2016-04-25T14:39:36.000
Validar solicitud,113853,6767,Validar solicitud,6767,Fluxicon Disco,Variant 2,2,2016-04-25T16:26:53.000,2016-04-25T14:55:39.000
Homologacion por grupo de cursos,113853,6767,Homologacion por grupo de cursos,6767,Fluxicon Disco,Variant 2,2,2016-05-11T20:38:15.000,2016-05-11T20:10:26.000
Traer informacion estudiante - banner,113854,19422,Traer informacion estudiante - banner,19422,Fluxicon Disco,Variant 26,26,2016-04-25T15:13:12.000,2016-04-25T15:13:12.000
Radicar Solicitud Homologacion,113854,19422,Radicar Solicitud Homologacion,19422,Fluxicon Disco,Variant 26,26,2016-04-25T15:13:18.000,2016-04-25T15:13:16.000
Validar solicitud,113854,659,Validar solicitud,659,Fluxicon Disco,Variant 26,26,2016-04-25T15:18:21.000,2016-04-25T15:16:13.000
Revisar curso,113854,659,Revisar curso,659,Fluxicon Disco,Variant 26,26,2016-04-25T17:24:54.000,2016-04-25T17:24:54.000
Homologacion por grupo de cursos,113854,1422,Homologacion por grupo de cursos,1422,Fluxicon Disco,Variant 26,26,2016-04-25T17:33:15.000,2016-04-25T17:24:54.000
Evaluacion curso,113854,659,Evaluacion curso,659,Fluxicon Disco,Variant 26,26,2016-04-25T17:29:52.000,2016-04-25T17:25:18.000
Validacion final,113854,659,Validacion final,659,Fluxicon Disco,Variant 26,26,2016-04-26T13:20:58.000,2016-04-26T13:20:58.000
Visto Bueno Cierre Proceso,113854,1422,Visto Bueno Cierre Proceso,1422,Fluxicon Disco,Variant 26,26,2016-04-26T13:25:07.000,2016-04-26T13:21:21.000
Traer informacion estudiante - banner,113855,8188,Traer informacion estudiante - banner,8188,Fluxicon Disco,Variant 2,2,2016-04-25T15:19:10.000,2016-04-25T15:19:10.000
Radicar Solicitud Homologacion,113855,8188,Radicar Solicitud Homologacion,8188,Fluxicon Disco,Variant 2,2,2016-04-25T16:50:50.000,2016-04-25T15:19:11.000
Validar solicitud,113855,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-11T21:02:37.000,2016-05-11T20:58:44.000
Homologacion por grupo de cursos,113855,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-12T15:53:14.000,2016-05-12T14:51:53.000
Traer informacion estudiante - banner,113953,22437,Traer informacion estudiante - banner,22437,Fluxicon Disco,Variant 1,1,2016-04-25T19:38:25.000,2016-04-25T19:38:25.000
Radicar Solicitud Homologacion,113953,22437,Radicar Solicitud Homologacion,22437,Fluxicon Disco,Variant 1,1,2016-04-25T22:06:54.000,2016-04-25T19:38:26.000
Cancelar Solicitud,113953,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-05-23T14:30:01.000,2016-05-23T14:28:48.000
Notificacion estudiante cancelacion soli,113953,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-05-23T15:42:31.000,2016-05-23T15:42:31.000
Traer informacion estudiante - banner,114002,10176,Traer informacion estudiante - banner,10176,Fluxicon Disco,Variant 4,4,2016-04-25T17:59:48.000,2016-04-25T17:59:48.000
Radicar Solicitud Homologacion,114002,10176,Radicar Solicitud Homologacion,10176,Fluxicon Disco,Variant 4,4,2016-04-25T17:59:49.000,2016-04-25T17:59:49.000
Validar solicitud,114002,22475,Validar solicitud,22475,Fluxicon Disco,Variant 4,4,2016-04-25T18:06:52.000,2016-04-25T18:03:28.000
Homologacion por grupo de cursos,114002,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 4,4,2016-04-25T23:42:03.000,2016-04-25T23:24:51.000
Revisar curso,114002,22475,Revisar curso,22475,Fluxicon Disco,Variant 4,4,2016-04-25T23:24:51.000,2016-04-25T23:24:51.000
Evaluacion curso,114002,22439,Evaluacion curso,22439,Fluxicon Disco,Variant 4,4,2016-04-25T23:42:20.000,2016-04-25T23:25:14.000
Validar solicitud / pre-homologacion,114002,22475,Validar solicitud / pre-homologacion,22475,Fluxicon Disco,Variant 4,4,2016-04-28T14:31:22.000,2016-04-28T14:31:17.000
Traer informacion estudiante - banner,114003,11613,Traer informacion estudiante - banner,11613,Fluxicon Disco,Variant 1,1,2016-04-25T18:04:06.000,2016-04-25T18:04:06.000
Radicar Solicitud Homologacion,114003,11613,Radicar Solicitud Homologacion,11613,Fluxicon Disco,Variant 1,1,2016-04-25T18:04:07.000,2016-04-25T18:04:07.000
Cancelar Solicitud,114003,11613,Cancelar Solicitud,11613,Fluxicon Disco,Variant 1,1,2016-04-25T18:58:34.000,2016-04-25T18:58:34.000
Notificacion estudiante cancelacion soli,114003,11613,Notificacion estudiante cancelacion soli,11613,Fluxicon Disco,Variant 1,1,2016-04-25T19:26:02.000,2016-04-25T19:26:02.000
Traer informacion estudiante - banner,114007,11613,Traer informacion estudiante - banner,11613,Fluxicon Disco,Variant 28,28,2016-04-25T18:59:10.000,2016-04-25T18:59:10.000
Radicar Solicitud Homologacion,114007,11613,Radicar Solicitud Homologacion,11613,Fluxicon Disco,Variant 28,28,2016-04-25T18:59:13.000,2016-04-25T18:59:13.000
Validar solicitud,114007,1646,Validar solicitud,1646,Fluxicon Disco,Variant 28,28,2016-04-25T19:38:30.000,2016-04-25T19:28:22.000
Homologacion por grupo de cursos,114007,12535,Homologacion por grupo de cursos,12535,Fluxicon Disco,Variant 28,28,2016-04-27T04:01:11.000,2016-04-26T22:08:06.000
Revisar curso,114007,1646,Revisar curso,1646,Fluxicon Disco,Variant 28,28,2016-04-26T22:08:07.000,2016-04-26T22:08:06.000
Evaluacion curso,114007,10665,Evaluacion curso,10665,Fluxicon Disco,Variant 28,28,2016-04-27T01:24:47.000,2016-04-26T22:09:59.000
Validacion final,114007,1646,Validacion final,1646,Fluxicon Disco,Variant 28,28,2016-06-02T17:27:40.000,2016-06-02T14:58:08.000
Visto Bueno Cierre Proceso,114007,12535,Visto Bueno Cierre Proceso,12535,Fluxicon Disco,Variant 28,28,2016-06-29T22:38:52.000,2016-06-29T22:30:09.000
Transferir Creditos,114007,12535,Transferir Creditos,12535,Fluxicon Disco,Variant 28,28,2016-06-30T23:13:33.000,2016-06-30T23:13:33.000
Transferir creditos homologables,114007,12535,Transferir creditos homologables,12535,Fluxicon Disco,Variant 28,28,2016-06-30T23:13:33.000,2016-06-30T23:13:33.000
Transferir creditos homologables,114007,12535,Transferir creditos homologables,12535,Fluxicon Disco,Variant 28,28,2016-06-30T23:13:33.000,2016-06-30T23:13:33.000
Transferir creditos homologables,114007,12535,Transferir creditos homologables,12535,Fluxicon Disco,Variant 28,28,2016-06-30T23:13:33.000,2016-06-30T23:13:33.000
Traer informacion estudiante - banner,114102,13803,Traer informacion estudiante - banner,13803,Fluxicon Disco,Variant 2,2,2016-04-25T21:05:53.000,2016-04-25T21:05:53.000
Radicar Solicitud Homologacion,114102,13803,Radicar Solicitud Homologacion,13803,Fluxicon Disco,Variant 2,2,2016-04-26T00:12:53.000,2016-04-25T21:05:59.000
Validar solicitud,114102,19019,Validar solicitud,19019,Fluxicon Disco,Variant 2,2,2016-05-31T09:14:27.000,2016-05-31T07:58:27.000
Homologacion por grupo de cursos,114102,19019,Homologacion por grupo de cursos,19019,Fluxicon Disco,Variant 2,2,2016-06-14T19:05:13.000,2016-06-14T18:17:09.000
Traer informacion estudiante - banner,114152,26759,Traer informacion estudiante - banner,26759,Fluxicon Disco,Variant 2,2,2016-04-26T02:29:15.000,2016-04-26T02:29:15.000
Radicar Solicitud Homologacion,114152,26759,Radicar Solicitud Homologacion,26759,Fluxicon Disco,Variant 2,2,2016-04-26T02:29:19.000,2016-04-26T02:29:19.000
Validar solicitud,114152,22404,Validar solicitud,22404,Fluxicon Disco,Variant 2,2,2016-04-26T03:22:17.000,2016-04-26T02:50:17.000
Homologacion por grupo de cursos,114152,4560,Homologacion por grupo de cursos,4560,Fluxicon Disco,Variant 2,2,2016-05-01T19:41:47.000,2016-05-01T15:17:47.000
Traer informacion estudiante - banner,114153,26344,Traer informacion estudiante - banner,26344,Fluxicon Disco,Variant 2,2,2016-04-26T02:54:32.000,2016-04-26T02:54:32.000
Radicar Solicitud Homologacion,114153,26344,Radicar Solicitud Homologacion,26344,Fluxicon Disco,Variant 2,2,2016-04-26T02:58:17.000,2016-04-26T02:54:34.000
Validar solicitud,114153,294,Validar solicitud,294,Fluxicon Disco,Variant 2,2,2016-04-26T17:48:15.000,2016-04-26T17:43:11.000
Homologacion por grupo de cursos,114153,7311,Homologacion por grupo de cursos,7311,Fluxicon Disco,Variant 2,2,2016-04-27T16:32:28.000,2016-04-27T14:47:28.000
Traer informacion estudiante - banner,114351,11387,Traer informacion estudiante - banner,11387,Fluxicon Disco,Variant 2,2,2016-04-26T17:06:32.000,2016-04-26T17:06:32.000
Radicar Solicitud Homologacion,114351,11387,Radicar Solicitud Homologacion,11387,Fluxicon Disco,Variant 2,2,2016-04-26T17:06:54.000,2016-04-26T17:06:38.000
Validar solicitud,114351,677,Validar solicitud,677,Fluxicon Disco,Variant 2,2,2016-04-26T18:26:08.000,2016-04-26T17:22:59.000
Homologacion por grupo de cursos,114351,677,Homologacion por grupo de cursos,677,Fluxicon Disco,Variant 2,2,2016-05-06T16:32:31.000,2016-05-06T16:32:30.000
Traer informacion estudiante - banner,114501,13559,Traer informacion estudiante - banner,13559,Fluxicon Disco,Variant 1,1,2016-04-26T22:00:07.000,2016-04-26T22:00:07.000
Radicar Solicitud Homologacion,114501,13559,Radicar Solicitud Homologacion,13559,Fluxicon Disco,Variant 1,1,2016-04-26T22:02:13.000,2016-04-26T22:00:14.000
Cancelar Solicitud,114501,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-04-27T11:30:25.000,2016-04-27T11:21:58.000
Notificacion estudiante cancelacion soli,114501,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-04-28T14:27:17.000,2016-04-28T14:27:17.000
Traer informacion estudiante - banner,114502,2154,Traer informacion estudiante - banner,2154,Fluxicon Disco,Variant 2,2,2016-04-26T23:01:23.000,2016-04-26T23:01:23.000
Radicar Solicitud Homologacion,114502,2154,Radicar Solicitud Homologacion,2154,Fluxicon Disco,Variant 2,2,2016-04-26T23:01:48.000,2016-04-26T23:01:26.000
Validar solicitud,114502,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-04-27T00:40:16.000,2016-04-26T23:24:09.000
Homologacion por grupo de cursos,114502,26788,Homologacion por grupo de cursos,26788,Fluxicon Disco,Variant 2,2,2016-05-11T17:35:27.000,2016-05-11T17:31:35.000
Traer informacion estudiante - banner,114503,2154,Traer informacion estudiante - banner,2154,Fluxicon Disco,Variant 2,2,2016-04-26T23:26:24.000,2016-04-26T23:26:24.000
Radicar Solicitud Homologacion,114503,2154,Radicar Solicitud Homologacion,2154,Fluxicon Disco,Variant 2,2,2016-04-26T23:27:00.000,2016-04-26T23:26:27.000
Validar solicitud,114503,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-04-27T01:19:15.000,2016-04-27T00:03:39.000
Homologacion por grupo de cursos,114503,186,Homologacion por grupo de cursos,186,Fluxicon Disco,Variant 2,2,2016-05-11T17:36:28.000,2016-05-11T17:36:15.000
Traer informacion estudiante - banner,114552,3815,Traer informacion estudiante - banner,3815,Fluxicon Disco,Variant 1,1,2016-04-27T01:07:02.000,2016-04-27T01:07:02.000
Radicar Solicitud Homologacion,114552,3815,Radicar Solicitud Homologacion,3815,Fluxicon Disco,Variant 1,1,2016-04-27T02:23:03.000,2016-04-27T01:07:03.000
Cancelar Solicitud,114552,6694,Cancelar Solicitud,6694,Fluxicon Disco,Variant 1,1,2016-05-11T19:43:42.000,2016-05-11T19:39:42.000
Notificacion estudiante cancelacion soli,114552,6694,Notificacion estudiante cancelacion soli,6694,Fluxicon Disco,Variant 1,1,2016-05-12T13:27:53.000,2016-05-12T13:27:53.000
Traer informacion estudiante - banner,114751,6572,Traer informacion estudiante - banner,6572,Fluxicon Disco,Variant 1,1,2016-04-27T11:07:28.000,2016-04-27T11:07:28.000
Radicar Solicitud Homologacion,114751,6572,Radicar Solicitud Homologacion,6572,Fluxicon Disco,Variant 1,1,2016-04-27T11:15:38.000,2016-04-27T11:07:38.000
Cancelar Solicitud,114751,6572,Cancelar Solicitud,6572,Fluxicon Disco,Variant 1,1,2016-04-28T13:49:42.000,2016-04-28T13:49:35.000
Notificacion estudiante cancelacion soli,114751,6572,Notificacion estudiante cancelacion soli,6572,Fluxicon Disco,Variant 1,1,2016-04-28T14:07:03.000,2016-04-28T14:07:03.000
