activity,case_id,resource,end_time,start_time,enabled_time
Traer informacion estudiante - banner,316,6229,2016-06-22T18:35:08.000,2016-06-22T18:35:08.000,2016-06-22T17:33:24.000+00:00
Radicar Solicitud Homologacion,316,6229,2016-06-22T18:35:11.000,2016-06-22T18:35:11.000,2016-06-22T18:35:08.000+00:00
Cancelar Solicitud,316,695,2016-06-22T18:38:36.000,2016-06-22T18:38:36.000,2016-06-22T18:35:11.000+00:00
Traer informacion estudiante - banner,317,9146,2016-06-23T12:38:47.000,2016-06-23T12:38:47.000,2016-06-23T12:38:47.000+00:00
Radicar Solicitud Homologacion,317,9146,2016-06-23T12:38:48.000,2016-06-23T12:38:48.000,2016-06-23T12:38:47.000+00:00
Cancelar Solicitud,317,29277,2016-06-23T12:46:05.000,2016-06-23T12:45:29.000,2016-06-23T12:38:48.000+00:00
Notificacion estudiante cancelacion soli,317,29277,2016-06-23T13:36:40.000,2016-06-23T13:36:40.000,2016-06-23T12:46:05.000+00:00
Traer informacion estudiante - banner,318,29577,2016-06-23T20:19:21.000,2016-06-23T20:19:21.000,2016-06-23T20:19:21.000+00:00
Radicar Solicitud Homologacion,318,29577,2016-06-23T20:21:14.000,2016-06-23T20:19:22.000,2016-06-23T20:19:21.000+00:00
Cancelar Solicitud,318,22475,2016-06-23T22:12:47.000,2016-06-23T22:12:03.000,2016-06-23T20:21:14.000+00:00
Notificacion estudiante cancelacion soli,318,22475,2016-06-23T22:56:51.000,2016-06-23T22:56:51.000,2016-06-23T22:12:47.000+00:00
Traer informacion estudiante - banner,319,29577,2016-06-23T20:31:50.000,2016-06-23T20:31:50.000,2016-06-23T20:31:50.000+00:00
Radicar Solicitud Homologacion,319,29577,2016-06-23T20:33:42.000,2016-06-23T20:31:54.000,2016-06-23T20:31:50.000+00:00
Cancelar Solicitud,319,22475,2016-06-23T22:21:13.000,2016-06-23T22:20:38.000,2016-06-23T20:33:42.000+00:00
Notificacion estudiante cancelacion soli,319,22475,2016-06-23T22:55:44.000,2016-06-23T22:55:44.000,2016-06-23T22:21:13.000+00:00
Traer informacion estudiante - banner,320,29577,2016-06-23T21:05:52.000,2016-06-23T21:05:52.000,2016-06-23T21:05:52.000+00:00
Radicar Solicitud Homologacion,320,29577,2016-06-23T21:07:11.000,2016-06-23T21:05:52.000,2016-06-23T21:05:52.000+00:00
Cancelar Solicitud,320,22475,2016-06-23T22:25:58.000,2016-06-23T22:25:45.000,2016-06-23T21:07:11.000+00:00
Notificacion estudiante cancelacion soli,320,22475,2016-06-23T22:39:29.000,2016-06-23T22:39:29.000,2016-06-23T22:25:58.000+00:00
Traer informacion estudiante - banner,321,4840,2016-06-23T19:01:19.000,2016-06-23T19:01:19.000,2016-06-23T19:01:19.000+00:00
Radicar Solicitud Homologacion,321,4840,2016-06-23T19:01:27.000,2016-06-23T19:01:21.000,2016-06-23T19:01:19.000+00:00
Validar solicitud,321,29277,2016-06-23T19:11:37.000,2016-06-23T19:07:45.000,2016-06-23T19:01:27.000+00:00
Homologacion por grupo de cursos,321,1007,2016-06-24T12:39:51.000,2016-06-24T12:34:22.000,2016-06-23T19:11:37.000+00:00
Traer informacion estudiante - banner,322,4840,2016-06-23T19:14:44.000,2016-06-23T19:14:44.000,2016-06-23T19:14:44.000+00:00
Radicar Solicitud Homologacion,322,4840,2016-06-23T19:14:49.000,2016-06-23T19:14:45.000,2016-06-23T19:14:44.000+00:00
Validar solicitud,322,29277,2016-06-23T19:22:55.000,2016-06-23T19:19:15.000,2016-06-23T19:14:49.000+00:00
Homologacion por grupo de cursos,322,1007,2016-06-24T12:47:33.000,2016-06-24T12:35:33.000,2016-06-23T19:22:55.000+00:00
Traer informacion estudiante - banner,323,27293,2016-06-24T18:36:21.000,2016-06-24T18:36:21.000,2016-06-24T18:36:21.000+00:00
Radicar Solicitud Homologacion,323,27293,2016-06-24T18:36:23.000,2016-06-24T18:36:23.000,2016-06-24T18:36:21.000+00:00
Cancelar Solicitud,323,659,2016-06-24T18:48:55.000,2016-06-24T18:42:46.000,2016-06-24T18:36:23.000+00:00
Validar solicitud,323,659,2016-06-24T18:42:54.000,2016-06-24T18:42:46.000,2016-06-24T18:36:23.000+00:00
Notificacion estudiante cancelacion soli,323,659,2016-06-27T15:09:01.000,2016-06-27T15:09:01.000,2016-06-24T18:48:55.000+00:00
Traer informacion estudiante - banner,324,9711,2016-06-24T19:26:43.000,2016-06-24T19:26:43.000,2016-06-24T19:26:43.000+00:00
Radicar Solicitud Homologacion,324,9711,2016-06-24T19:26:57.000,2016-06-24T19:26:44.000,2016-06-24T19:26:43.000+00:00
Cancelar Solicitud,324,9711,2016-06-24T19:43:55.000,2016-06-24T19:40:36.000,2016-06-24T19:26:57.000+00:00
Notificacion estudiante cancelacion soli,324,9711,2016-06-25T15:17:01.000,2016-06-25T15:17:01.000,2016-06-24T19:43:55.000+00:00
Traer informacion estudiante - banner,325,5668,2016-06-24T22:23:24.000,2016-06-24T22:23:24.000,2016-06-24T22:23:24.000+00:00
Radicar Solicitud Homologacion,325,5668,2016-06-24T22:24:04.000,2016-06-24T22:23:28.000,2016-06-24T22:23:24.000+00:00
Cancelar Solicitud,325,29277,2016-06-25T01:03:39.000,2016-06-25T01:01:27.000,2016-06-24T22:24:04.000+00:00
Notificacion estudiante cancelacion soli,325,29277,2016-06-27T15:12:30.000,2016-06-27T15:12:30.000,2016-06-25T01:03:39.000+00:00
Traer informacion estudiante - banner,326,15370,2016-06-26T01:36:09.000,2016-06-26T01:36:09.000,2016-06-26T01:36:09.000+00:00
Radicar Solicitud Homologacion,326,15370,2016-06-26T01:36:14.000,2016-06-26T01:36:14.000,2016-06-26T01:36:09.000+00:00
Cancelar Solicitud,326,15370,2016-06-26T01:52:27.000,2016-06-26T01:52:27.000,2016-06-26T01:36:14.000+00:00
Notificacion estudiante cancelacion soli,326,15370,2016-06-26T02:06:18.000,2016-06-26T02:06:18.000,2016-06-26T01:52:27.000+00:00
Traer informacion estudiante - banner,327,7147,2016-06-27T16:05:20.000,2016-06-27T16:05:20.000,2016-06-27T16:05:20.000+00:00
Radicar Solicitud Homologacion,327,7147,2016-06-27T16:06:15.000,2016-06-27T16:05:21.000,2016-06-27T16:05:20.000+00:00
Cancelar Solicitud,327,29277,2016-06-27T17:47:56.000,2016-06-27T17:42:06.000,2016-06-27T16:06:15.000+00:00
Notificacion estudiante cancelacion soli,327,29277,2016-06-28T14:50:13.000,2016-06-28T14:50:13.000,2016-06-27T17:47:56.000+00:00
Traer informacion estudiante - banner,328,8486,2016-06-27T18:08:37.000,2016-06-27T18:08:37.000,2016-06-27T18:08:37.000+00:00
Radicar Solicitud Homologacion,328,8486,2016-06-27T18:08:42.000,2016-06-27T18:08:38.000,2016-06-27T18:08:37.000+00:00
Cancelar Solicitud,328,29277,2016-06-27T19:05:14.000,2016-06-27T19:04:47.000,2016-06-27T18:08:42.000+00:00
Notificacion estudiante cancelacion soli,328,29277,2016-06-27T19:32:31.000,2016-06-27T19:32:31.000,2016-06-27T19:05:14.000+00:00
Notificacion estudiante cancelacion soli,307,22475,2016-06-23T22:58:15.000,2016-06-23T22:58:15.000,2016-06-23T22:11:05.000+00:00
Traer informacion estudiante - banner,329,6625,2016-06-20T20:58:57.000,2016-06-20T20:58:57.000,2016-06-20T20:58:57.000+00:00
Radicar Solicitud Homologacion,329,6625,2016-06-20T20:59:11.000,2016-06-20T20:59:00.000,2016-06-20T20:58:57.000+00:00
Validar solicitud,329,29277,2016-06-20T21:12:05.000,2016-06-20T21:10:16.000,2016-06-20T20:59:11.000+00:00
Homologacion por grupo de cursos,329,1007,2016-06-21T11:45:16.000,2016-06-21T11:42:56.000,2016-06-20T21:12:05.000+00:00
Traer informacion estudiante - banner,330,11993,2016-06-20T15:48:51.000,2016-06-20T15:48:51.000,2016-06-20T15:48:51.000+00:00
Radicar Solicitud Homologacion,330,11993,2016-06-20T16:10:04.000,2016-06-20T15:48:53.000,2016-06-20T15:48:51.000+00:00
Validar solicitud,330,186,2016-06-23T00:34:43.000,2016-06-23T00:22:25.000,2016-06-20T16:10:04.000+00:00
Homologacion por grupo de cursos,330,26788,2016-06-24T19:37:58.000,2016-06-24T19:18:52.000,2016-06-23T00:34:43.000+00:00
Traer informacion estudiante - banner,331,29578,2016-06-20T16:18:53.000,2016-06-20T16:18:53.000,2016-06-20T16:18:53.000+00:00
Radicar Solicitud Homologacion,331,29578,2016-06-20T16:27:04.000,2016-06-20T16:18:56.000,2016-06-20T16:18:53.000+00:00
Notificacion estudiante cancelacion soli,331,22475,2016-06-21T14:30:04.000,2016-06-21T14:30:04.000,2016-06-20T16:27:04.000+00:00
Cancelar Solicitud,331,22475,2016-06-21T16:27:52.000,2016-06-21T16:27:52.000,2016-06-21T14:30:04.000+00:00
Traer informacion estudiante - banner,332,2512,2016-06-20T19:00:17.000,2016-06-20T19:00:17.000,2016-06-20T19:00:17.000+00:00
Radicar Solicitud Homologacion,332,2512,2016-06-20T19:37:37.000,2016-06-20T19:00:17.000,2016-06-20T19:00:17.000+00:00
Radicar Solicitud Homologacion,332,2512,2016-06-27T22:53:24.000,2016-06-27T22:45:10.000,2016-06-20T19:37:37.000+00:00
Cancelar Solicitud,332,29277,2016-06-29T04:06:18.000,2016-06-29T04:05:40.000,2016-06-27T22:53:24.000+00:00
Notificacion estudiante cancelacion soli,332,29277,2016-06-29T13:38:56.000,2016-06-29T13:38:56.000,2016-06-29T04:06:18.000+00:00
Traer informacion estudiante - banner,333,19591,2016-06-20T21:57:28.000,2016-06-20T21:57:28.000,2016-06-20T21:57:28.000+00:00
Radicar Solicitud Homologacion,333,19591,2016-06-20T21:57:38.000,2016-06-20T21:57:32.000,2016-06-20T21:57:28.000+00:00
Validar solicitud,333,186,2016-06-20T22:06:51.000,2016-06-20T22:03:58.000,2016-06-20T21:57:38.000+00:00
Homologacion por grupo de cursos,333,186,2016-06-21T15:06:17.000,2016-06-21T14:56:58.000,2016-06-20T22:06:51.000+00:00
Traer informacion estudiante - banner,334,2512,2016-06-20T23:29:47.000,2016-06-20T23:29:47.000,2016-06-20T23:29:47.000+00:00
Radicar Solicitud Homologacion,334,2512,2016-06-20T23:29:54.000,2016-06-20T23:29:54.000,2016-06-20T23:29:47.000+00:00
Notificacion estudiante cancelacion soli,334,1,2016-06-29T21:24:06.000,2016-06-29T21:24:06.000,2016-06-20T23:29:54.000+00:00
Traer informacion estudiante - banner,335,19572,2016-06-11T17:19:44.000,2016-06-11T17:19:44.000,2016-06-11T17:19:44.000+00:00
Radicar Solicitud Homologacion,335,19572,2016-06-11T17:19:52.000,2016-06-11T17:19:52.000,2016-06-11T17:19:44.000+00:00
Cancelar Solicitud,335,19572,2016-06-11T17:43:01.000,2016-06-11T17:43:01.000,2016-06-11T17:19:52.000+00:00
Notificacion estudiante cancelacion soli,335,19572,2016-06-12T17:01:19.000,2016-06-12T17:01:19.000,2016-06-11T17:43:01.000+00:00
Traer informacion estudiante - banner,336,26259,2016-06-12T11:16:15.000,2016-06-12T11:16:15.000,2016-06-12T11:16:15.000+00:00
Radicar Solicitud Homologacion,336,26259,2016-06-12T11:16:20.000,2016-06-12T11:16:20.000,2016-06-12T11:16:15.000+00:00
Cancelar Solicitud,336,26259,2016-06-12T11:32:52.000,2016-06-12T11:32:52.000,2016-06-12T11:16:20.000+00:00
Notificacion estudiante cancelacion soli,336,26259,2016-06-12T11:35:15.000,2016-06-12T11:35:15.000,2016-06-12T11:32:52.000+00:00
Traer informacion estudiante - banner,337,26259,2016-06-12T11:35:34.000,2016-06-12T11:35:34.000,2016-06-12T11:35:34.000+00:00
Radicar Solicitud Homologacion,337,26259,2016-06-12T11:35:35.000,2016-06-12T11:35:35.000,2016-06-12T11:35:34.000+00:00
Cancelar Solicitud,337,26259,2016-06-12T11:56:59.000,2016-06-12T11:56:59.000,2016-06-12T11:35:35.000+00:00
Notificacion estudiante cancelacion soli,337,26259,2016-06-13T12:41:50.000,2016-06-13T12:41:50.000,2016-06-12T11:56:59.000+00:00
Traer informacion estudiante - banner,338,26259,2016-06-13T12:42:07.000,2016-06-13T12:42:07.000,2016-06-13T12:42:07.000+00:00
Radicar Solicitud Homologacion,338,26259,2016-06-13T12:42:07.000,2016-06-13T12:42:07.000,2016-06-13T12:42:07.000+00:00
Cancelar Solicitud,338,29277,2016-06-13T12:48:54.000,2016-06-13T12:48:51.000,2016-06-13T12:42:07.000+00:00
Notificacion estudiante cancelacion soli,338,29277,2016-06-13T13:03:03.000,2016-06-13T13:03:03.000,2016-06-13T12:48:54.000+00:00
Traer informacion estudiante - banner,339,19692,2016-06-13T13:03:46.000,2016-06-13T13:03:46.000,2016-06-13T13:03:46.000+00:00
Radicar Solicitud Homologacion,339,19692,2016-06-13T13:43:42.000,2016-06-13T13:03:46.000,2016-06-13T13:03:46.000+00:00
Cancelar Solicitud,339,29277,2016-06-20T11:43:08.000,2016-06-20T11:42:53.000,2016-06-13T13:43:42.000+00:00
Notificacion estudiante cancelacion soli,339,29277,2016-06-20T13:15:20.000,2016-06-20T13:15:20.000,2016-06-20T11:43:08.000+00:00
Traer informacion estudiante - banner,340,9379,2016-06-13T18:19:53.000,2016-06-13T18:19:53.000,2016-06-13T18:19:53.000+00:00
Radicar Solicitud Homologacion,340,9379,2016-06-13T18:19:55.000,2016-06-13T18:19:55.000,2016-06-13T18:19:53.000+00:00
Cancelar Solicitud,340,9379,2016-06-13T18:21:43.000,2016-06-13T18:21:43.000,2016-06-13T18:19:55.000+00:00
Validar solicitud,340,920,2016-06-13T18:21:43.000,2016-06-13T18:21:43.000,2016-06-13T18:19:55.000+00:00
Notificacion estudiante cancelacion soli,340,9379,2016-06-13T18:46:51.000,2016-06-13T18:46:51.000,2016-06-13T18:21:43.000+00:00
Traer informacion estudiante - banner,341,5972,2016-05-30T18:17:29.000,2016-05-30T18:17:29.000,2016-05-30T18:17:29.000+00:00
Radicar Solicitud Homologacion,341,5972,2016-05-30T18:17:32.000,2016-05-30T18:17:32.000,2016-05-30T18:17:29.000+00:00
Validar solicitud,341,22404,2016-05-30T18:36:17.000,2016-05-30T18:32:44.000,2016-05-30T18:17:32.000+00:00
Homologacion por grupo de cursos,341,22404,2016-05-31T16:38:15.000,2016-05-31T16:33:49.000,2016-05-30T18:36:17.000+00:00
Traer informacion estudiante - banner,342,9445,2016-05-30T21:13:39.000,2016-05-30T21:13:39.000,2016-05-30T21:13:39.000+00:00
Radicar Solicitud Homologacion,342,9445,2016-05-30T21:18:14.000,2016-05-30T21:13:42.000,2016-05-30T21:13:39.000+00:00
Cancelar Solicitud,342,9445,2016-05-31T19:32:48.000,2016-05-31T19:32:20.000,2016-05-30T21:18:14.000+00:00
Notificacion estudiante cancelacion soli,342,9445,2016-05-31T20:01:16.000,2016-05-31T20:01:16.000,2016-05-31T19:32:48.000+00:00
Traer informacion estudiante - banner,343,23530,2016-05-31T23:10:46.000,2016-05-31T23:10:46.000,2016-05-31T23:10:46.000+00:00
Radicar Solicitud Homologacion,343,23530,2016-05-31T23:30:40.000,2016-05-31T23:10:52.000,2016-05-31T23:10:46.000+00:00
Cancelar Solicitud,343,22404,2016-06-03T16:50:05.000,2016-06-03T16:48:03.000,2016-05-31T23:30:40.000+00:00
Notificacion estudiante cancelacion soli,343,22404,2016-06-03T20:50:05.000,2016-06-03T20:50:05.000,2016-06-03T16:50:05.000+00:00
Traer informacion estudiante - banner,344,15612,2016-06-01T01:17:04.000,2016-06-01T01:17:04.000,2016-06-01T01:17:04.000+00:00
Radicar Solicitud Homologacion,344,15612,2016-06-01T01:18:38.000,2016-06-01T01:17:05.000,2016-06-01T01:17:04.000+00:00
Validar solicitud,344,22475,2016-06-01T14:36:22.000,2016-06-01T14:33:33.000,2016-06-01T01:18:38.000+00:00
Homologacion por grupo de cursos,344,22475,2016-06-01T19:24:48.000,2016-06-01T19:23:39.000,2016-06-01T14:36:22.000+00:00
Traer informacion estudiante - banner,345,15612,2016-06-01T01:20:00.000,2016-06-01T01:20:00.000,2016-06-01T01:20:00.000+00:00
Radicar Solicitud Homologacion,345,15612,2016-06-01T01:28:01.000,2016-06-01T01:20:01.000,2016-06-01T01:20:00.000+00:00
Cancelar Solicitud,345,22475,2016-06-02T12:04:49.000,2016-06-02T12:03:01.000,2016-06-01T01:28:01.000+00:00
Notificacion estudiante cancelacion soli,345,22475,2016-06-02T14:48:41.000,2016-06-02T14:48:41.000,2016-06-02T12:04:49.000+00:00
Traer informacion estudiante - banner,346,15612,2016-06-01T01:26:32.000,2016-06-01T01:26:32.000,2016-06-01T01:26:32.000+00:00
Radicar Solicitud Homologacion,346,15612,2016-06-01T01:34:33.000,2016-06-01T01:26:33.000,2016-06-01T01:26:32.000+00:00
Validar solicitud,346,22475,2016-06-02T12:06:47.000,2016-06-02T12:05:11.000,2016-06-01T01:34:33.000+00:00
Homologacion por grupo de cursos,346,22475,2016-06-02T15:10:47.000,2016-06-02T14:36:24.000,2016-06-02T12:06:47.000+00:00
Traer informacion estudiante - banner,242,2465,2016-05-31T18:26:34.000,2016-05-31T18:26:34.000,2016-05-31T18:26:34.000+00:00
Radicar Solicitud Homologacion,219,22437,2016-05-23T21:03:35.000,2016-05-23T21:03:09.000,2016-05-23T21:03:08.000+00:00
Validar solicitud,219,677,2016-05-23T21:34:55.000,2016-05-23T21:29:25.000,2016-05-23T21:03:35.000+00:00
Homologacion por grupo de cursos,219,3445,2016-05-24T19:42:21.000,2016-05-24T18:12:55.000,2016-05-23T21:34:55.000+00:00
Traer informacion estudiante - banner,347,11799,2016-05-23T21:27:08.000,2016-05-23T21:27:08.000,2016-05-23T21:27:08.000+00:00
Radicar Solicitud Homologacion,347,11799,2016-05-23T21:27:36.000,2016-05-23T21:27:11.000,2016-05-23T21:27:08.000+00:00
Validar solicitud,347,19019,2016-05-23T21:54:29.000,2016-05-23T21:52:16.000,2016-05-23T21:27:36.000+00:00
Homologacion por grupo de cursos,347,1007,2016-05-24T15:22:06.000,2016-05-24T14:05:52.000,2016-05-23T21:54:29.000+00:00
Validar solicitud,348,659,2016-05-23T20:55:27.000,2016-05-23T20:45:13.000,2016-05-23T20:45:13.000+00:00
Traer informacion estudiante - banner,348,22962,2016-05-23T22:01:51.000,2016-05-23T22:01:51.000,2016-05-23T20:55:27.000+00:00
Radicar Solicitud Homologacion,348,22962,2016-05-23T22:01:52.000,2016-05-23T22:01:52.000,2016-05-23T22:01:51.000+00:00
Homologacion por grupo de cursos,348,659,2016-05-25T13:26:28.000,2016-05-25T10:42:28.000,2016-05-23T22:01:52.000+00:00
Traer informacion estudiante - banner,349,8973,2016-05-23T23:13:29.000,2016-05-23T23:13:29.000,2016-05-23T23:13:29.000+00:00
Radicar Solicitud Homologacion,349,8973,2016-05-23T23:13:33.000,2016-05-23T23:13:33.000,2016-05-23T23:13:29.000+00:00
Validar solicitud,349,920,2016-05-23T23:33:45.000,2016-05-23T23:21:45.000,2016-05-23T23:13:33.000+00:00
Homologacion por grupo de cursos,349,8973,2016-05-25T17:41:02.000,2016-05-25T17:33:02.000,2016-05-23T23:33:45.000+00:00
Traer informacion estudiante - banner,350,10176,2016-05-23T23:58:21.000,2016-05-23T23:58:21.000,2016-05-23T23:58:21.000+00:00
Radicar Solicitud Homologacion,350,10176,2016-05-23T23:58:22.000,2016-05-23T23:58:22.000,2016-05-23T23:58:21.000+00:00
Validar solicitud,350,22475,2016-05-24T00:09:50.000,2016-05-24T00:01:50.000,2016-05-23T23:58:22.000+00:00
Homologacion por grupo de cursos,350,22475,2016-05-25T11:05:26.000,2016-05-25T11:01:26.000,2016-05-24T00:09:50.000+00:00
Traer informacion estudiante - banner,351,2408,2016-05-24T01:35:58.000,2016-05-24T01:35:58.000,2016-05-24T01:35:58.000+00:00
Radicar Solicitud Homologacion,351,2408,2016-05-24T01:41:42.000,2016-05-24T01:36:01.000,2016-05-24T01:35:58.000+00:00
Validar solicitud,351,22404,2016-05-24T20:44:15.000,2016-05-24T20:41:57.000,2016-05-24T01:41:42.000+00:00
Homologacion por grupo de cursos,351,22404,2016-05-25T00:13:17.000,2016-05-24T23:59:19.000,2016-05-24T20:44:15.000+00:00
Traer informacion estudiante - banner,220,6231,2016-05-24T10:14:45.000,2016-05-24T10:14:45.000,2016-05-24T10:14:45.000+00:00
Radicar Solicitud Homologacion,220,6231,2016-05-24T10:14:49.000,2016-05-24T10:14:49.000,2016-05-24T10:14:45.000+00:00
Cancelar Solicitud,196,8661,2016-05-20T14:36:47.000,2016-05-20T14:30:18.000,2016-05-19T14:45:07.000+00:00
Notificacion estudiante cancelacion soli,196,8661,2016-05-22T23:03:13.000,2016-05-22T23:03:13.000,2016-05-20T14:36:47.000+00:00
Traer informacion estudiante - banner,352,4148,2016-05-19T14:52:54.000,2016-05-19T14:52:54.000,2016-05-19T14:52:54.000+00:00
Radicar Solicitud Homologacion,352,4148,2016-05-19T14:53:14.000,2016-05-19T14:52:55.000,2016-05-19T14:52:54.000+00:00
Validar solicitud,352,2292,2016-05-19T15:23:06.000,2016-05-19T15:12:05.000,2016-05-19T14:53:14.000+00:00
Homologacion por grupo de cursos,352,2292,2016-05-20T21:08:28.000,2016-05-20T20:13:30.000,2016-05-19T15:23:06.000+00:00
Traer informacion estudiante - banner,353,3603,2016-05-19T13:13:39.000,2016-05-19T13:13:39.000,2016-05-19T13:13:39.000+00:00
Radicar Solicitud Homologacion,353,3603,2016-05-19T13:13:55.000,2016-05-19T13:13:40.000,2016-05-19T13:13:39.000+00:00
Cancelar Solicitud,353,3603,2016-05-19T13:28:48.000,2016-05-19T13:28:42.000,2016-05-19T13:13:55.000+00:00
Notificacion estudiante cancelacion soli,353,3603,2016-05-19T13:35:19.000,2016-05-19T13:35:19.000,2016-05-19T13:28:48.000+00:00
Traer informacion estudiante - banner,354,3603,2016-05-19T13:34:56.000,2016-05-19T13:34:56.000,2016-05-19T13:34:56.000+00:00
Radicar Solicitud Homologacion,354,3603,2016-05-19T13:35:04.000,2016-05-19T13:34:56.000,2016-05-19T13:34:56.000+00:00
Cancelar Solicitud,354,3603,2016-05-19T13:43:42.000,2016-05-19T13:43:40.000,2016-05-19T13:35:04.000+00:00
Notificacion estudiante cancelacion soli,354,3603,2016-05-19T13:46:04.000,2016-05-19T13:46:04.000,2016-05-19T13:43:42.000+00:00
Traer informacion estudiante - banner,355,17807,2016-05-20T00:34:26.000,2016-05-20T00:34:26.000,2016-05-20T00:34:26.000+00:00
Radicar Solicitud Homologacion,355,17807,2016-05-20T00:34:31.000,2016-05-20T00:34:31.000,2016-05-20T00:34:26.000+00:00
Cancelar Solicitud,355,22404,2016-05-20T12:34:39.000,2016-05-20T12:33:45.000,2016-05-20T00:34:31.000+00:00
Notificacion estudiante cancelacion soli,355,22404,2016-05-20T13:54:48.000,2016-05-20T13:54:48.000,2016-05-20T12:34:39.000+00:00
Traer informacion estudiante - banner,356,2391,2016-05-20T01:28:32.000,2016-05-20T01:28:32.000,2016-05-20T01:28:32.000+00:00
Radicar Solicitud Homologacion,356,2391,2016-05-20T01:28:37.000,2016-05-20T01:28:37.000,2016-05-20T01:28:32.000+00:00
Validar solicitud,356,18929,2016-05-20T01:54:55.000,2016-05-20T01:51:55.000,2016-05-20T01:28:37.000+00:00
Homologacion por grupo de cursos,356,957,2016-05-20T17:07:24.000,2016-05-20T16:00:23.000,2016-05-20T01:54:55.000+00:00
Traer informacion estudiante - banner,197,11571,2016-05-19T23:55:23.000,2016-05-19T23:55:23.000,2016-05-19T23:55:23.000+00:00
Radicar Solicitud Homologacion,197,11571,2016-05-20T00:01:14.000,2016-05-19T23:55:27.000,2016-05-19T23:55:23.000+00:00
Radicar Solicitud Homologacion,151,10716,2016-05-04T11:44:12.000,2016-05-04T11:20:12.000,2016-05-04T11:20:04.000+00:00
Cancelar Solicitud,151,559,2016-05-09T17:40:14.000,2016-05-09T14:39:51.000,2016-05-04T11:44:12.000+00:00
Notificacion estudiante cancelacion soli,151,559,2016-06-13T19:23:52.000,2016-06-13T19:23:52.000,2016-05-09T17:40:14.000+00:00
Traer informacion estudiante - banner,357,11395,2016-05-04T12:20:20.000,2016-05-04T12:20:20.000,2016-05-04T12:20:20.000+00:00
Radicar Solicitud Homologacion,357,11395,2016-05-04T12:20:22.000,2016-05-04T12:20:22.000,2016-05-04T12:20:20.000+00:00
Radicar Solicitud Homologacion,357,11395,2016-05-04T23:01:59.000,2016-05-04T21:24:24.000,2016-05-04T12:20:22.000+00:00
Notificacion estudiante cancelacion soli,357,1,2016-06-02T21:24:03.000,2016-06-02T21:24:03.000,2016-05-04T23:01:59.000+00:00
Traer informacion estudiante - banner,358,22592,2016-05-04T13:38:10.000,2016-05-04T13:38:10.000,2016-05-04T13:38:10.000+00:00
Radicar Solicitud Homologacion,358,22592,2016-05-04T13:38:29.000,2016-05-04T13:38:13.000,2016-05-04T13:38:10.000+00:00
Validar solicitud,358,261,2016-05-04T13:58:31.000,2016-05-04T13:54:14.000,2016-05-04T13:38:29.000+00:00
Homologacion por grupo de cursos,358,7355,2016-05-04T22:55:03.000,2016-05-04T20:11:56.000,2016-05-04T13:58:31.000+00:00
Traer informacion estudiante - banner,359,4745,2016-05-04T14:43:39.000,2016-05-04T14:43:39.000,2016-05-04T14:43:39.000+00:00
Radicar Solicitud Homologacion,359,4745,2016-05-04T14:45:59.000,2016-05-04T14:43:43.000,2016-05-04T14:43:39.000+00:00
Validar solicitud,359,677,2016-05-04T18:14:29.000,2016-05-04T17:25:38.000,2016-05-04T14:45:59.000+00:00
Homologacion por grupo de cursos,359,677,2016-05-13T19:52:00.000,2016-05-13T19:51:59.000,2016-05-04T18:14:29.000+00:00
Traer informacion estudiante - banner,360,3695,2016-05-04T20:10:25.000,2016-05-04T20:10:25.000,2016-05-04T20:10:25.000+00:00
Radicar Solicitud Homologacion,360,3695,2016-05-04T20:10:44.000,2016-05-04T20:10:32.000,2016-05-04T20:10:25.000+00:00
Validar solicitud,360,49,2016-05-04T20:29:11.000,2016-05-04T20:23:26.000,2016-05-04T20:10:44.000+00:00
Homologacion por grupo de cursos,360,2541,2016-05-05T16:58:52.000,2016-05-05T16:08:33.000,2016-05-04T20:29:11.000+00:00
Validar solicitud,361,261,2016-05-05T16:12:58.000,2016-05-05T13:42:28.000,2016-05-05T13:42:28.000+00:00
Traer informacion estudiante - banner,361,26793,2016-05-05T14:12:16.000,2016-05-05T14:12:16.000,2016-05-05T13:42:28.000+00:00
Radicar Solicitud Homologacion,361,26793,2016-05-05T14:12:22.000,2016-05-05T14:12:22.000,2016-05-05T14:12:16.000+00:00
Homologacion por grupo de cursos,361,7355,2016-06-02T22:21:41.000,2016-06-02T22:12:33.000,2016-05-05T16:12:58.000+00:00
Traer informacion estudiante - banner,152,19019,2016-05-05T15:35:48.000,2016-05-05T15:35:48.000,2016-05-05T15:35:48.000+00:00
Notificacion estudiante cancelacion soli,106,19019,2016-04-28T14:50:41.000,2016-04-28T14:50:41.000,2016-04-27T23:41:55.000+00:00
Traer informacion estudiante - banner,362,11515,2016-04-28T00:03:08.000,2016-04-28T00:03:08.000,2016-04-28T00:03:08.000+00:00
Radicar Solicitud Homologacion,362,11515,2016-04-28T00:19:09.000,2016-04-28T00:03:09.000,2016-04-28T00:03:08.000+00:00
Cancelar Solicitud,362,1707,2016-05-01T12:10:50.000,2016-05-01T12:09:44.000,2016-04-28T00:19:09.000+00:00
Notificacion estudiante cancelacion soli,362,1707,2016-05-02T14:06:22.000,2016-05-02T14:06:22.000,2016-05-01T12:10:50.000+00:00
Traer informacion estudiante - banner,363,22950,2016-04-28T03:29:31.000,2016-04-28T03:29:31.000,2016-04-28T03:29:31.000+00:00
