activity,case_id,resource,end_time,start_time
Notificacion estudiante cancelacion soli,118901,6844,2016-05-16T10:30:51.000,2016-05-16T10:30:51.000
Traer informacion estudiante - banner,118901,6844,2016-05-16T11:48:06.000,2016-05-16T11:48:06.000
Radicar Solicitud Homologacion,118901,6844,2016-05-16T11:48:14.000,2016-05-16T11:48:14.000
Traer informacion estudiante - banner,119053,11993,2016-05-16T17:42:36.000,2016-05-16T17:42:36.000
Radicar Solicitud Homologacion,119053,11993,2016-05-16T18:51:37.000,2016-05-16T17:42:40.000
Cancelar Solicitud,119053,186,2016-05-27T15:50:47.000,2016-05-27T13:57:26.000
Notificacion estudiante cancelacion soli,119053,186,2016-06-20T15:18:35.000,2016-06-20T15:18:35.000
Traer informacion estudiante - banner,119054,7717,2016-05-16T17:59:18.000,2016-05-16T17:59:18.000
Radicar Solicitud Homologacion,119054,7717,2016-05-16T17:59:20.000,2016-05-16T17:59:20.000
Cancelar Solicitud,119054,19019,2016-05-16T18:12:46.000,2016-05-16T18:12:31.000
Notificacion estudiante cancelacion soli,119054,19019,2016-05-16T19:15:49.000,2016-05-16T19:15:49.000
Traer informacion estudiante - banner,119153,19591,2016-05-16T22:18:33.000,2016-05-16T22:18:33.000
Radicar Solicitud Homologacion,119153,19591,2016-05-16T23:44:07.000,2016-05-16T22:18:35.000
Validar solicitud,119153,186,2016-06-01T20:15:43.000,2016-06-01T19:51:35.000
Homologacion por grupo de cursos,119153,186,2016-06-07T21:11:23.000,2016-06-07T20:00:24.000
Traer informacion estudiante - banner,119403,22950,2016-05-17T18:25:40.000,2016-05-17T18:25:40.000
Radicar Solicitud Homologacion,119403,22950,2016-05-17T18:37:41.000,2016-05-17T18:25:41.000
Cancelar Solicitud,119403,22404,2016-05-19T02:24:54.000,2016-05-19T01:58:24.000
Notificacion estudiante cancelacion soli,119403,22404,2016-05-24T15:30:53.000,2016-05-24T15:30:53.000
Traer informacion estudiante - banner,119404,22950,2016-05-17T18:25:59.000,2016-05-17T18:25:59.000
Radicar Solicitud Homologacion,119404,22950,2016-05-17T19:35:51.000,2016-05-17T18:26:00.000
Validar solicitud,119404,22404,2016-05-31T15:05:59.000,2016-05-31T14:51:16.000
Homologacion por grupo de cursos,119404,4560,2016-06-02T16:11:45.000,2016-06-02T13:34:49.000
Traer informacion estudiante - banner,119451,9379,2016-05-17T16:08:51.000,2016-05-17T16:08:51.000
Radicar Solicitud Homologacion,119451,9379,2016-05-17T17:49:48.000,2016-05-17T16:08:57.000
Notificacion estudiante cancelacion soli,119451,1,2016-06-15T21:24:19.000,2016-06-15T21:24:19.000
Traer informacion estudiante - banner,119656,11775,2016-05-18T18:56:02.000,2016-05-18T18:56:02.000
Radicar Solicitud Homologacion,119656,11775,2016-05-18T18:56:03.000,2016-05-18T18:56:03.000
Validar solicitud,119656,22475,2016-05-18T18:59:26.000,2016-05-18T18:59:20.000
Homologacion por grupo de cursos,119656,22475,2016-05-18T20:48:20.000,2016-05-18T19:06:20.000
Traer informacion estudiante - banner,119802,11611,2016-05-18T23:36:58.000,2016-05-18T23:36:58.000
Radicar Solicitud Homologacion,119802,11611,2016-05-18T23:36:59.000,2016-05-18T23:36:59.000
Validar solicitud,119802,19019,2016-05-18T23:52:12.000,2016-05-18T23:44:12.000
Homologacion por grupo de cursos,119802,19019,2016-05-20T11:17:58.000,2016-05-20T11:12:00.000
Traer informacion estudiante - banner,119901,8661,2016-05-19T14:37:13.000,2016-05-19T14:37:13.000
Radicar Solicitud Homologacion,119901,8661,2016-05-19T14:45:07.000,2016-05-19T14:37:14.000
Validar solicitud,120201,22404,2016-05-20T20:49:43.000,2016-05-20T20:47:31.000
Homologacion por grupo de cursos,120201,22404,2016-05-23T12:35:08.000,2016-05-23T11:57:40.000
Traer informacion estudiante - banner,120303,11314,2016-05-20T13:06:57.000,2016-05-20T13:06:57.000
Radicar Solicitud Homologacion,120303,11314,2016-05-20T13:18:09.000,2016-05-20T13:07:00.000
Cancelar Solicitud,120303,11314,2016-05-23T16:29:33.000,2016-05-23T16:16:50.000
Validar solicitud,120303,6400,2016-05-23T16:29:33.000,2016-05-23T16:16:50.000
Notificacion estudiante cancelacion soli,120303,11314,2016-05-25T12:53:58.000,2016-05-25T12:53:58.000
Homologacion por grupo de cursos,120351,957,2016-05-20T15:30:06.000,2016-05-20T14:21:26.000
Traer informacion estudiante - banner,120351,2391,2016-05-20T16:16:14.000,2016-05-20T16:16:14.000
Radicar Solicitud Homologacion,120351,2391,2016-05-20T16:16:23.000,2016-05-20T16:16:20.000
Validar solicitud,120351,18929,2016-05-20T16:19:43.000,2016-05-20T16:19:43.000
Traer informacion estudiante - banner,120353,7599,2016-05-20T16:43:50.000,2016-05-20T16:43:50.000
Radicar Solicitud Homologacion,120353,7599,2016-05-20T16:43:58.000,2016-05-20T16:43:51.000
Cancelar Solicitud,120353,22475,2016-05-20T16:51:18.000,2016-05-20T16:51:15.000
Notificacion estudiante cancelacion soli,120353,22475,2016-05-20T16:54:59.000,2016-05-20T16:54:59.000
Traer informacion estudiante - banner,120355,7599,2016-05-20T16:54:27.000,2016-05-20T16:54:27.000
Radicar Solicitud Homologacion,120355,7599,2016-05-20T16:54:33.000,2016-05-20T16:54:28.000
Notificacion estudiante cancelacion soli,120355,22475,2016-05-20T16:55:18.000,2016-05-20T16:55:18.000
Cancelar Solicitud,120355,22475,2016-05-20T17:00:25.000,2016-05-20T17:00:25.000
Notificacion estudiante cancelacion soli,120356,22475,2016-05-20T16:55:33.000,2016-05-20T16:55:33.000
Traer informacion estudiante - banner,120356,7599,2016-05-20T17:10:08.000,2016-05-20T17:10:08.000
Radicar Solicitud Homologacion,120356,7599,2016-05-20T17:10:09.000,2016-05-20T17:10:09.000
Cancelar Solicitud,120356,22475,2016-05-20T17:24:19.000,2016-05-20T17:24:19.000
Notificacion estudiante cancelacion soli,120357,22475,2016-05-20T16:55:56.000,2016-05-20T16:55:56.000
Traer informacion estudiante - banner,120357,7599,2016-05-20T17:25:22.000,2016-05-20T17:25:22.000
Radicar Solicitud Homologacion,120357,7599,2016-05-20T17:25:23.000,2016-05-20T17:25:23.000
Cancelar Solicitud,120357,22475,2016-05-20T17:38:20.000,2016-05-20T17:38:20.000
Cancelar Solicitud,120359,22475,2016-05-20T16:13:36.000,2016-05-20T16:12:53.000
Notificacion estudiante cancelacion soli,120359,22475,2016-05-20T16:56:08.000,2016-05-20T16:56:08.000
Traer informacion estudiante - banner,120359,7599,2016-05-20T17:44:11.000,2016-05-20T17:44:11.000
Radicar Solicitud Homologacion,120359,7599,2016-05-20T17:44:12.000,2016-05-20T17:44:12.000
Traer informacion estudiante - banner,120362,6572,2016-05-20T19:19:54.000,2016-05-20T19:19:54.000
Radicar Solicitud Homologacion,120362,6572,2016-05-20T19:20:00.000,2016-05-20T19:19:55.000
Cancelar Solicitud,120362,6572,2016-05-20T20:40:58.000,2016-05-20T19:25:24.000
Validar solicitud,120362,677,2016-05-20T19:40:58.000,2016-05-20T19:25:24.000
Notificacion estudiante cancelacion soli,120362,6572,2016-06-06T19:04:41.000,2016-06-06T19:04:41.000
Traer informacion estudiante - banner,120364,11571,2016-05-20T20:47:49.000,2016-05-20T20:47:49.000
Radicar Solicitud Homologacion,120364,11571,2016-05-20T20:47:54.000,2016-05-20T20:47:51.000
Cancelar Solicitud,120364,22404,2016-05-20T20:54:24.000,2016-05-20T20:51:05.000
Notificacion estudiante cancelacion soli,120364,22404,2016-05-23T14:11:04.000,2016-05-23T14:11:04.000
Traer informacion estudiante - banner,120751,15547,2016-05-21T21:49:29.000,2016-05-21T21:49:29.000
Radicar Solicitud Homologacion,120751,15547,2016-05-21T21:49:33.000,2016-05-21T21:49:33.000
Notificacion estudiante cancelacion soli,120751,1,2016-06-01T21:24:22.000,2016-06-01T21:24:22.000
Traer informacion estudiante - banner,120801,17872,2016-05-21T19:53:51.000,2016-05-21T19:53:51.000
Radicar Solicitud Homologacion,120801,17872,2016-05-21T19:53:55.000,2016-05-21T19:53:55.000
Cancelar Solicitud,120801,22404,2016-05-21T20:41:21.000,2016-05-21T20:26:45.000
Notificacion estudiante cancelacion soli,120801,22404,2016-05-24T21:36:33.000,2016-05-24T21:36:33.000
Traer informacion estudiante - banner,120851,8203,2016-05-21T23:35:55.000,2016-05-21T23:35:55.000
Radicar Solicitud Homologacion,120851,8203,2016-05-21T23:36:01.000,2016-05-21T23:36:01.000
Notificacion estudiante cancelacion soli,120851,1,2016-06-01T21:24:23.000,2016-06-01T21:24:23.000
Traer informacion estudiante - banner,120901,7628,2016-05-22T15:02:15.000,2016-05-22T15:02:15.000
Radicar Solicitud Homologacion,120901,7628,2016-05-22T15:02:21.000,2016-05-22T15:02:21.000
Validar solicitud,120901,677,2016-05-22T17:48:50.000,2016-05-22T17:43:11.000
Homologacion por grupo de cursos,120901,677,2016-05-23T20:39:13.000,2016-05-23T20:39:10.000
Traer informacion estudiante - banner,120951,9483,2016-05-22T17:18:44.000,2016-05-22T17:18:44.000
Radicar Solicitud Homologacion,120951,9483,2016-05-22T17:18:49.000,2016-05-22T17:18:49.000
Validar solicitud,120951,677,2016-05-22T17:39:39.000,2016-05-22T17:27:39.000
Homologacion por grupo de cursos,120951,677,2016-05-24T18:08:13.000,2016-05-24T18:08:13.000
Traer informacion estudiante - banner,120952,4441,2016-05-22T17:34:36.000,2016-05-22T17:34:36.000
Radicar Solicitud Homologacion,120952,4441,2016-05-22T17:34:37.000,2016-05-22T17:34:37.000
Validar solicitud,120952,677,2016-05-22T18:02:02.000,2016-05-22T17:50:02.000
Homologacion por grupo de cursos,120952,3445,2016-05-24T18:33:32.000,2016-05-24T18:10:26.000
Traer informacion estudiante - banner,121101,8661,2016-05-22T23:03:42.000,2016-05-22T23:03:42.000
Radicar Solicitud Homologacion,121101,8661,2016-05-22T23:03:47.000,2016-05-22T23:03:47.000
Cancelar Solicitud,121101,294,2016-05-23T02:11:25.000,2016-05-22T23:08:30.000
Notificacion estudiante cancelacion soli,121101,294,2016-06-24T21:55:01.000,2016-06-24T21:55:01.000
Traer informacion estudiante - banner,121102,8661,2016-05-22T23:09:17.000,2016-05-22T23:09:17.000
Radicar Solicitud Homologacion,121102,8661,2016-05-22T23:09:18.000,2016-05-22T23:09:18.000
Cancelar Solicitud,121102,294,2016-05-23T02:14:03.000,2016-05-22T23:11:06.000
Notificacion estudiante cancelacion soli,121102,294,2016-06-24T21:57:09.000,2016-06-24T21:57:09.000
Traer informacion estudiante - banner,121151,7039,2016-05-23T10:55:41.000,2016-05-23T10:55:41.000
Radicar Solicitud Homologacion,121151,7039,2016-05-23T11:07:44.000,2016-05-23T10:55:47.000
Cancelar Solicitud,121151,241,2016-05-24T18:25:35.000,2016-05-24T16:57:33.000
Notificacion estudiante cancelacion soli,121151,241,2016-06-10T18:51:30.000,2016-06-10T18:51:30.000
Traer informacion estudiante - banner,121202,22785,2016-05-23T12:40:33.000,2016-05-23T12:40:33.000
Radicar Solicitud Homologacion,121202,22785,2016-05-23T12:40:40.000,2016-05-23T12:40:37.000
Validar solicitud,121202,22475,2016-05-23T13:06:18.000,2016-05-23T13:03:57.000
Homologacion por grupo de cursos,121202,22785,2016-05-23T15:26:59.000,2016-05-23T15:25:25.000
Traer informacion estudiante - banner,121206,1860,2016-05-23T14:54:17.000,2016-05-23T14:54:17.000
Radicar Solicitud Homologacion,121206,1860,2016-05-23T14:56:48.000,2016-05-23T14:54:17.000
Notificacion estudiante cancelacion soli,121206,22475,2016-05-23T18:31:46.000,2016-05-23T18:31:46.000
Cancelar Solicitud,121206,22475,2016-05-23T19:25:24.000,2016-05-23T19:25:24.000
Traer informacion estudiante - banner,121251,2408,2016-05-23T15:29:01.000,2016-05-23T15:29:01.000
Radicar Solicitud Homologacion,121251,2408,2016-05-23T15:34:36.000,2016-05-23T15:29:06.000
Cancelar Solicitud,121251,22404,2016-05-24T01:34:36.000,2016-05-24T01:34:36.000
Notificacion estudiante cancelacion soli,121251,22404,2016-05-24T09:59:59.000,2016-05-24T09:59:59.000
Traer informacion estudiante - banner,121258,22437,2016-05-23T21:03:08.000,2016-05-23T21:03:08.000
Cancelar Solicitud,121551,6231,2016-05-24T11:59:45.000,2016-05-24T11:59:45.000
Notificacion estudiante cancelacion soli,121551,6231,2016-05-24T12:04:25.000,2016-05-24T12:04:25.000
Traer informacion estudiante - banner,121601,11159,2016-05-24T09:22:19.000,2016-05-24T09:22:19.000
Radicar Solicitud Homologacion,121601,11159,2016-05-24T09:22:23.000,2016-05-24T09:22:23.000
Notificacion estudiante cancelacion soli,121601,1,2016-06-02T21:24:04.000,2016-06-02T21:24:04.000
Traer informacion estudiante - banner,121752,8263,2016-05-24T15:57:21.000,2016-05-24T15:57:21.000
Radicar Solicitud Homologacion,121752,8263,2016-05-24T15:57:48.000,2016-05-24T15:57:22.000
Cancelar Solicitud,121752,19019,2016-05-24T16:24:30.000,2016-05-24T16:23:54.000
Notificacion estudiante cancelacion soli,121752,19019,2016-05-24T17:37:41.000,2016-05-24T17:37:41.000
Traer informacion estudiante - banner,121755,7039,2016-05-24T16:58:11.000,2016-05-24T16:58:11.000
Radicar Solicitud Homologacion,121755,7039,2016-05-24T16:58:13.000,2016-05-24T16:58:12.000
Cancelar Solicitud,121755,241,2016-05-24T18:39:20.000,2016-05-24T17:11:20.000
Notificacion estudiante cancelacion soli,121755,241,2016-06-10T18:51:58.000,2016-06-10T18:51:58.000
Traer informacion estudiante - banner,121852,26359,2016-05-24T19:34:32.000,2016-05-24T19:34:32.000
Radicar Solicitud Homologacion,121852,26359,2016-05-24T20:03:21.000,2016-05-24T19:34:35.000
Validar solicitud,121852,2292,2016-05-31T14:25:49.000,2016-05-31T14:20:40.000
Homologacion por grupo de cursos,121852,7387,2016-05-31T21:41:24.000,2016-05-31T21:30:19.000
Traer informacion estudiante - banner,122001,11314,2016-05-25T11:45:17.000,2016-05-25T11:45:17.000
Radicar Solicitud Homologacion,122001,11314,2016-05-25T11:45:20.000,2016-05-25T11:45:20.000
Cancelar Solicitud,122001,11314,2016-05-25T11:56:39.000,2016-05-25T11:50:46.000
Validar solicitud,122001,6400,2016-05-25T11:50:46.000,2016-05-25T11:50:46.000
Notificacion estudiante cancelacion soli,122001,11314,2016-05-25T20:53:24.000,2016-05-25T20:53:24.000
Traer informacion estudiante - banner,122052,7039,2016-05-25T14:54:07.000,2016-05-25T14:54:07.000
Radicar Solicitud Homologacion,122052,7039,2016-05-25T14:54:19.000,2016-05-25T14:54:08.000
Cancelar Solicitud,122052,241,2016-05-25T16:27:15.000,2016-05-25T15:05:21.000
Notificacion estudiante cancelacion soli,122052,241,2016-06-10T18:52:26.000,2016-06-10T18:52:26.000
Traer informacion estudiante - banner,122054,15612,2016-05-25T17:24:54.000,2016-05-25T17:24:54.000
Radicar Solicitud Homologacion,122054,15612,2016-05-25T17:27:19.000,2016-05-25T17:24:55.000
Cancelar Solicitud,122054,22475,2016-05-25T21:24:53.000,2016-05-25T21:24:49.000
Notificacion estudiante cancelacion soli,122054,22475,2016-05-25T21:29:20.000,2016-05-25T21:29:20.000
Traer informacion estudiante - banner,122055,11393,2016-05-25T18:00:03.000,2016-05-25T18:00:03.000
Radicar Solicitud Homologacion,122055,11393,2016-05-25T18:08:33.000,2016-05-25T18:00:04.000
Validar solicitud,122055,677,2016-05-26T20:26:14.000,2016-05-26T19:29:45.000
Homologacion por grupo de cursos,122055,677,2016-06-08T22:02:42.000,2016-06-08T19:59:39.000
Traer informacion estudiante - banner,122102,8475,2016-05-25T16:43:07.000,2016-05-25T16:43:07.000
Radicar Solicitud Homologacion,122102,8475,2016-05-25T16:43:12.000,2016-05-25T16:43:09.000
Validar solicitud,122102,1646,2016-05-25T17:19:05.000,2016-05-25T16:46:37.000
Homologacion por grupo de cursos,122102,12535,2016-06-01T21:57:50.000,2016-06-01T19:14:50.000
Traer informacion estudiante - banner,122154,15612,2016-05-25T21:31:11.000,2016-05-25T21:31:11.000
Radicar Solicitud Homologacion,122154,15612,2016-05-25T21:31:17.000,2016-05-25T21:31:13.000
Cancelar Solicitud,122154,22475,2016-05-25T21:35:52.000,2016-05-25T21:35:51.000
Notificacion estudiante cancelacion soli,122154,22475,2016-05-25T21:37:14.000,2016-05-25T21:37:14.000
Traer informacion estudiante - banner,122155,15612,2016-05-25T22:10:13.000,2016-05-25T22:10:13.000
Radicar Solicitud Homologacion,122155,15612,2016-05-25T22:43:03.000,2016-05-25T22:10:14.000
Validar solicitud,122155,22475,2016-06-02T12:08:23.000,2016-06-02T12:06:33.000
Homologacion por grupo de cursos,122155,22475,2016-06-02T15:48:19.000,2016-06-02T14:50:10.000
Traer informacion estudiante - banner,122252,4913,2016-05-26T13:41:54.000,2016-05-26T13:41:54.000
Radicar Solicitud Homologacion,122252,4913,2016-05-26T13:42:28.000,2016-05-26T13:41:57.000
Cancelar Solicitud,122252,19019,2016-05-26T14:17:40.000,2016-05-26T14:13:37.000
Notificacion estudiante cancelacion soli,122252,19019,2016-05-26T20:16:58.000,2016-05-26T20:16:58.000
Traer informacion estudiante - banner,122304,6625,2016-05-26T13:40:02.000,2016-05-26T13:40:02.000
Radicar Solicitud Homologacion,122304,6625,2016-05-26T13:40:32.000,2016-05-26T13:40:03.000
Cancelar Solicitud,122304,1707,2016-05-26T16:08:27.000,2016-05-26T14:09:37.000
Notificacion estudiante cancelacion soli,122304,1707,2016-06-20T12:44:17.000,2016-06-20T12:44:17.000
Traer informacion estudiante - banner,122308,6598,2016-05-26T15:45:56.000,2016-05-26T15:45:56.000
Radicar Solicitud Homologacion,122308,6598,2016-05-26T15:46:12.000,2016-05-26T15:45:57.000
Cancelar Solicitud,122308,6598,2016-05-26T16:02:52.000,2016-05-26T16:01:54.000
Notificacion estudiante cancelacion soli,122308,6598,2016-05-26T18:26:33.000,2016-05-26T18:26:33.000
Traer informacion estudiante - banner,122652,19591,2016-05-27T17:38:24.000,2016-05-27T17:38:24.000
Radicar Solicitud Homologacion,122652,19591,2016-05-27T17:55:39.000,2016-05-27T17:38:25.000
Cancelar Solicitud,122652,186,2016-06-01T21:49:23.000,2016-06-01T20:14:38.000
Notificacion estudiante cancelacion soli,122652,186,2016-06-20T17:16:14.000,2016-06-20T17:16:14.000
Traer informacion estudiante - banner,122653,19591,2016-05-27T17:39:11.000,2016-05-27T17:39:11.000
Radicar Solicitud Homologacion,122653,19591,2016-05-27T17:56:59.000,2016-05-27T17:39:12.000
Cancelar Solicitud,122653,186,2016-06-01T22:21:15.000,2016-06-01T20:47:03.000
Notificacion estudiante cancelacion soli,122653,186,2016-06-20T17:48:49.000,2016-06-20T17:48:49.000
Notificacion estudiante cancelacion soli,122702,19019,2016-05-27T20:17:29.000,2016-05-27T20:17:29.000
Traer informacion estudiante - banner,122702,6551,2016-05-27T20:22:34.000,2016-05-27T20:22:34.000
Radicar Solicitud Homologacion,122702,6551,2016-05-27T20:23:02.000,2016-05-27T20:22:35.000
Cancelar Solicitud,122702,19019,2016-05-27T20:50:28.000,2016-05-27T20:50:28.000
Traer informacion estudiante - banner,122757,6551,2016-05-27T22:31:10.000,2016-05-27T22:31:10.000
Radicar Solicitud Homologacion,122757,6551,2016-05-27T22:31:30.000,2016-05-27T22:31:11.000
Validar solicitud,122757,19019,2016-05-27T22:50:32.000,2016-05-27T22:50:23.000
Homologacion por grupo de cursos,122757,1007,2016-05-31T12:34:21.000,2016-05-31T12:31:18.000
Traer informacion estudiante - banner,122951,15315,2016-05-28T17:55:55.000,2016-05-28T17:55:55.000
Radicar Solicitud Homologacion,122951,15315,2016-05-28T17:55:58.000,2016-05-28T17:55:58.000
Validar solicitud,122951,6694,2016-05-28T18:10:01.000,2016-05-28T18:06:16.000
Cancelar Solicitud,122951,22490,2016-05-28T18:18:39.000,2016-05-28T18:06:17.000
Notificacion estudiante cancelacion soli,122951,22490,2016-06-01T19:22:40.000,2016-06-01T19:22:40.000
Traer informacion estudiante - banner,123051,11775,2016-05-28T22:43:07.000,2016-05-28T22:43:07.000
Radicar Solicitud Homologacion,123051,11775,2016-05-28T22:43:11.000,2016-05-28T22:43:11.000
Validar solicitud,123051,22475,2016-05-28T22:50:11.000,2016-05-28T22:48:08.000
Homologacion por grupo de cursos,123051,22475,2016-05-31T15:37:07.000,2016-05-31T15:03:49.000
Traer informacion estudiante - banner,123201,7650,2016-05-29T22:38:23.000,2016-05-29T22:38:23.000
Radicar Solicitud Homologacion,123201,7650,2016-05-29T22:38:28.000,2016-05-29T22:38:28.000
Cancelar Solicitud,123201,294,2016-05-30T14:58:54.000,2016-05-30T12:43:37.000
Notificacion estudiante cancelacion soli,123201,294,2016-06-23T22:17:58.000,2016-06-23T22:17:58.000
Radicar Solicitud Homologacion,123706,2465,2016-05-31T18:26:35.000,2016-05-31T18:26:35.000
Cancelar Solicitud,123706,19019,2016-05-31T18:57:53.000,2016-05-31T18:41:53.000
Notificacion estudiante cancelacion soli,123706,19019,2016-06-02T17:30:14.000,2016-06-02T17:30:14.000
Traer informacion estudiante - banner,123707,955,2016-05-31T19:28:10.000,2016-05-31T19:28:10.000
Radicar Solicitud Homologacion,123707,955,2016-05-31T19:28:15.000,2016-05-31T19:28:11.000
Cancelar Solicitud,123707,22475,2016-05-31T19:35:08.000,2016-05-31T19:33:07.000
Notificacion estudiante cancelacion soli,123707,22475,2016-05-31T21:34:47.000,2016-05-31T21:34:47.000
Traer informacion estudiante - banner,123709,9445,2016-05-31T19:38:59.000,2016-05-31T19:38:59.000
Radicar Solicitud Homologacion,123709,9445,2016-05-31T19:39:07.000,2016-05-31T19:39:00.000
Validar solicitud,123709,677,2016-05-31T20:27:05.000,2016-05-31T19:46:45.000
Homologacion por grupo de cursos,123709,677,2016-06-08T22:10:16.000,2016-06-08T20:07:20.000
Traer informacion estudiante - banner,123751,1134,2016-06-01T12:47:58.000,2016-06-01T12:47:58.000
Radicar Solicitud Homologacion,123751,1,2016-06-01T12:48:06.000,2016-06-01T12:48:06.000
Validar solicitud,123751,677,2016-06-01T12:48:31.000,2016-06-01T12:48:31.000
Cancelar Solicitud,123751,677,2016-06-01T12:48:37.000,2016-06-01T12:48:32.000
Notificacion estudiante cancelacion soli,123751,677,2016-06-01T13:05:32.000,2016-06-01T13:05:32.000
Traer informacion estudiante - banner,123752,1134,2016-06-01T13:05:58.000,2016-06-01T13:05:58.000
Radicar Solicitud Homologacion,123752,1,2016-06-01T13:06:01.000,2016-06-01T13:06:01.000
Validar solicitud,123752,677,2016-06-01T13:06:10.000,2016-06-01T13:06:09.000
Homologacion por grupo de cursos,123752,3445,2016-06-01T13:44:27.000,2016-06-01T13:07:20.000
Traer informacion estudiante - banner,123753,1471,2016-06-01T13:10:16.000,2016-06-01T13:10:16.000
Radicar Solicitud Homologacion,123753,1,2016-06-01T13:10:17.000,2016-06-01T13:10:17.000
Validar solicitud,123753,677,2016-06-01T13:10:29.000,2016-06-01T13:10:27.000
Homologacion por grupo de cursos,123753,3445,2016-06-01T13:50:00.000,2016-06-01T13:12:58.000
Traer informacion estudiante - banner,123758,11174,2016-06-01T13:40:23.000,2016-06-01T13:40:23.000
Radicar Solicitud Homologacion,123758,1,2016-06-01T13:40:24.000,2016-06-01T13:40:24.000
Validar solicitud,123758,19019,2016-06-01T13:40:38.000,2016-06-01T13:40:34.000
Homologacion por grupo de cursos,123758,19019,2016-06-01T15:40:13.000,2016-06-01T13:44:53.000
Traer informacion estudiante - banner,123761,11342,2016-06-01T13:47:26.000,2016-06-01T13:47:26.000
Radicar Solicitud Homologacion,123761,1,2016-06-01T13:47:27.000,2016-06-01T13:47:27.000
Validar solicitud,123761,18929,2016-06-01T13:47:56.000,2016-06-01T13:47:37.000
Homologacion por grupo de cursos,123761,957,2016-06-01T14:22:16.000,2016-06-01T14:06:42.000
Traer informacion estudiante - banner,123766,12532,2016-06-01T13:50:51.000,2016-06-01T13:50:51.000
Radicar Solicitud Homologacion,123766,1,2016-06-01T13:50:52.000,2016-06-01T13:50:52.000
Validar solicitud,123766,19019,2016-06-01T13:51:20.000,2016-06-01T13:51:02.000
Homologacion por grupo de cursos,123766,19019,2016-06-01T16:04:29.000,2016-06-01T14:09:34.000
Traer informacion estudiante - banner,123767,20194,2016-06-01T13:54:05.000,2016-06-01T13:54:05.000
Radicar Solicitud Homologacion,123767,1,2016-06-01T13:54:06.000,2016-06-01T13:54:06.000
Cancelar Solicitud,123767,2292,2016-06-01T13:54:45.000,2016-06-01T13:54:16.000
Validar solicitud,123767,2292,2016-06-01T13:54:44.000,2016-06-01T13:54:16.000
Notificacion estudiante cancelacion soli,123767,2292,2016-06-01T14:24:06.000,2016-06-01T14:24:06.000
Traer informacion estudiante - banner,123768,21562,2016-06-01T13:54:19.000,2016-06-01T13:54:19.000
Radicar Solicitud Homologacion,123768,1,2016-06-01T13:54:20.000,2016-06-01T13:54:20.000
Cancelar Solicitud,123768,22475,2016-06-01T13:55:59.000,2016-06-01T13:54:30.000
Validar solicitud,123768,22475,2016-06-01T13:55:26.000,2016-06-01T13:54:30.000
Notificacion estudiante cancelacion soli,123768,22475,2016-06-01T15:24:12.000,2016-06-01T15:24:12.000
Traer informacion estudiante - banner,123769,20194,2016-06-01T14:25:07.000,2016-06-01T14:25:07.000
Radicar Solicitud Homologacion,123769,1,2016-06-01T14:25:08.000,2016-06-01T14:25:08.000
Validar solicitud,123769,2292,2016-06-01T14:25:18.000,2016-06-01T14:25:17.000
Cancelar Solicitud,123769,2292,2016-06-01T14:26:12.000,2016-06-01T14:25:18.000
Notificacion estudiante cancelacion soli,123769,2292,2016-06-01T15:19:34.000,2016-06-01T15:19:34.000
Traer informacion estudiante - banner,123771,21562,2016-06-01T15:22:45.000,2016-06-01T15:22:45.000
Radicar Solicitud Homologacion,123771,1,2016-06-01T15:22:46.000,2016-06-01T15:22:46.000
Cancelar Solicitud,123771,22475,2016-06-01T15:23:01.000,2016-06-01T15:22:56.000
Validar solicitud,123771,22475,2016-06-01T15:22:57.000,2016-06-01T15:22:56.000
Notificacion estudiante cancelacion soli,123771,22475,2016-06-01T15:28:18.000,2016-06-01T15:28:18.000
Traer informacion estudiante - banner,123902,4834,2016-06-02T14:31:06.000,2016-06-02T14:31:06.000
Radicar Solicitud Homologacion,123902,4834,2016-06-02T14:31:23.000,2016-06-02T14:31:07.000
Cancelar Solicitud,123902,4834,2016-06-02T14:50:05.000,2016-06-02T14:47:53.000
Notificacion estudiante cancelacion soli,123902,4834,2016-06-02T18:24:14.000,2016-06-02T18:24:14.000
Traer informacion estudiante - banner,123903,4834,2016-06-02T16:27:01.000,2016-06-02T16:27:01.000
Radicar Solicitud Homologacion,123903,4834,2016-06-02T16:27:05.000,2016-06-02T16:27:02.000
Cancelar Solicitud,123903,4834,2016-06-02T16:30:48.000,2016-06-02T16:30:42.000
Notificacion estudiante cancelacion soli,123903,4834,2016-06-02T16:37:36.000,2016-06-02T16:37:36.000
Traer informacion estudiante - banner,123904,4834,2016-06-02T16:39:46.000,2016-06-02T16:39:46.000
Radicar Solicitud Homologacion,123904,4834,2016-06-02T16:39:49.000,2016-06-02T16:39:47.000
Cancelar Solicitud,123904,4834,2016-06-02T16:42:19.000,2016-06-02T16:42:16.000
Notificacion estudiante cancelacion soli,123904,4834,2016-06-02T16:46:11.000,2016-06-02T16:46:11.000
Traer informacion estudiante - banner,123905,4834,2016-06-02T16:46:19.000,2016-06-02T16:46:19.000
Radicar Solicitud Homologacion,123905,4834,2016-06-02T16:46:24.000,2016-06-02T16:46:20.000
Cancelar Solicitud,123905,4834,2016-06-02T16:50:53.000,2016-06-02T16:50:44.000
Notificacion estudiante cancelacion soli,123905,4834,2016-06-02T17:13:22.000,2016-06-02T17:13:22.000
